,Unnamed: 0,Preco,Num Quartos,Num Banheiros,Num Vagas,Tamanho,Tipo,Cidade,Regiao,Itens Disponivels,Itens Indisponíveis,Data Completa,Dia,Mes,Ano,Dia da Semana,Dia da Semana Extenso,Semana do Ano,Quarter,Estado
0,0,160.000,4.0,2.0,0.0,320.0,Casa,Belo Horizonte,Paquetá,['Área de serviço'],"['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
1,1,395.000,3.0,1.0,5.0,400.0,Casa,Belo Horizonte,Santo Andre,['Varanda'],['Portaria 24h'],14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,MG
2,2,160.000,2.0,1.0,0.0,250.0,Casa,Belo Horizonte,Milionários,"['Box', 'Varanda', 'Armários nos banheiros', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Garden/Área Privativa']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,MG
3,3,180.000,2.0,1.0,1.0,100.0,Apartamento,Belo Horizonte,Piratininga,"['Armários nos banheiros', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,MG
4,4,458.000,3.0,2.0,5.0,360.0,Casa,Belo Horizonte,Piratininga,"['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Varanda', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Garden/Área Privativa']",24/01/2025,24.0,1.0,2025.0,4.0,Sexta-feira,4.0,Q1,MG
5,5,310.000,2.0,2.0,1.0,67.0,Casa,Contagem,Pedra Azul,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,MG
6,6,300.000,2.0,1.0,2.0,180.0,Casa,Belo Horizonte,Nova Esperança,"['Box', 'Varanda', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,MG
7,7,309.000,3.0,2.0,1.0,75.0,Apartamento,Belo Horizonte,Indaiá,,,14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,MG
8,8,750.000,3.0,2.0,2.0,80.0,Apartamento,Belo Horizonte,Barroca,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Home-office', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",15/02/2025,15.0,2.0,2025.0,5.0,Sábado,7.0,Q1,MG
9,9,275.000,2.0,2.0,1.0,72.0,Casa,Belo Horizonte,Nova Cachoeirinha,"['Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno']",17/01/2025,17.0,1.0,2025.0,4.0,Sexta-feira,3.0,Q1,MG
10,10,490.000,2.0,2.0,2.0,70.0,Apartamento,Belo Horizonte,Padre Eustáquio,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Quartos e corredores com portas amplas']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",09/02/2025,9.0,2.0,2025.0,6.0,Domingo,6.0,Q1,MG
11,11,180.000,2.0,1.0,0.0,67.0,Apartamento,Belo Horizonte,Lagoinha,"['Armários no quarto', 'Armários na cozinha']",['Apartamento cobertura'],04/02/2025,4.0,2.0,2025.0,1.0,Terça-feira,6.0,Q1,MG
12,12,280.000,2.0,1.0,1.0,74.0,Casa,Belo Horizonte,São João Batista,"['Armários no quarto', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,MG
13,13,200.000,2.0,1.0,0.0,100.0,Casa,Belo Horizonte,Nova Cintra,"['Box', 'Varanda', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
14,14,315.000,2.0,1.0,1.0,49.0,Apartamento,Belo Horizonte,Castelo,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,MG
15,15,450.000,3.0,2.0,1.0,100.0,Apartamento,Belo Horizonte,Alto Caiçaras,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Fogão incluso', 'Geladeira inclusa', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']",08/02/2025,8.0,2.0,2025.0,5.0,Sábado,6.0,Q1,MG
16,16,475.000,2.0,1.0,0.0,120.0,Casa,Belo Horizonte,Padre Eustáquio,"['Armários na cozinha', 'Quartos e corredores com portas amplas', 'Quintal', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Somente uma casa no terreno', 'Garden/Área Privativa']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,MG
17,17,280.000,2.0,1.0,1.0,47.0,Apartamento,Belo Horizonte,Mantiqueira,"['Box', 'Armários no quarto', 'Armários na cozinha', 'Quartos e corredores com portas amplas']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,MG
18,18,350.000,3.0,1.0,1.0,64.0,Apartamento,Belo Horizonte,Jardim America,"['Box', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Fogão incluso', 'Geladeira inclusa', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,MG
19,19,390.000,3.0,1.0,2.0,360.0,Casa,Belo Horizonte,Aparecida,"['Box', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Garden/Área Privativa']",16/10/2024,16.0,10.0,2024.0,2.0,Quarta-feira,42.0,Q4,MG
20,20,558.000,3.0,2.0,1.0,95.0,Apartamento,Belo Horizonte,Sagrada Família,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,MG
21,21,290.000,2.0,1.0,2.0,54.0,Apartamento,Belo Horizonte,Aparecida,"['Box', 'Armários na cozinha']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",16/09/2024,16.0,9.0,2024.0,0.0,Segunda-feira,38.0,Q3,MG
22,22,185.000,2.0,1.0,1.0,50.0,Casa,Belo Horizonte,Jardim Leblon,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
23,23,475.000,2.0,2.0,1.0,55.0,Apartamento,Belo Horizonte,Grajaú,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",04/02/2025,4.0,2.0,2025.0,1.0,Terça-feira,6.0,Q1,MG
24,24,925.000,3.0,3.0,2.0,151.0,Apartamento,Belo Horizonte,União,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Apartamento cobertura', 'Fogão incluso', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno']",15/02/2025,15.0,2.0,2025.0,5.0,Sábado,7.0,Q1,MG
25,25,289.000,3.0,1.0,1.0,70.0,Apartamento,Belo Horizonte,Castelo,"['Box', 'Armários no quarto', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,MG
26,26,320.000,2.0,1.0,1.0,47.0,Apartamento,Belo Horizonte,Engenho Nogueira,"['Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
27,27,380.000,2.0,2.0,2.0,70.0,Apartamento,Belo Horizonte,Nova Esperança,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",05/02/2025,5.0,2.0,2025.0,2.0,Quarta-feira,6.0,Q1,MG
28,28,300.000,2.0,2.0,0.0,80.0,Apartamento,Belo Horizonte,Centro,"['Armários no quarto', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Ar condicionado', 'Apartamento cobertura', 'Cozinha americana']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,MG
29,29,790.000,3.0,3.0,2.0,180.0,Apartamento,Belo Horizonte,Padre Eustáquio,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Apartamento cobertura', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Chuveiro a gás', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,MG
30,30,175.000,2.0,1.0,1.0,44.0,Apartamento,Belo Horizonte,Monte Azul,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/10/2024,16.0,10.0,2024.0,2.0,Quarta-feira,42.0,Q4,MG
31,31,262.000,2.0,1.0,1.0,50.0,Apartamento,Belo Horizonte,Madre Gertrudes,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Fogão incluso', 'Geladeira inclusa', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
32,32,370.000,4.0,2.0,6.0,360.0,Casa,Belo Horizonte,Novo Glória,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Quartos e corredores com portas amplas', 'Garden/Área Privativa']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,MG
33,33,180.000,1.0,1.0,0.0,44.0,Apartamento,Belo Horizonte,Centro,"['Armários no quarto', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",21/01/2025,21.0,1.0,2025.0,1.0,Terça-feira,4.0,Q1,MG
34,34,220.000,2.0,1.0,1.0,44.0,Apartamento,Belo Horizonte,Camargos,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Quartos e corredores com portas amplas']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",08/02/2025,8.0,2.0,2025.0,5.0,Sábado,6.0,Q1,MG
35,35,295.000,2.0,1.0,1.0,84.0,Casa,Belo Horizonte,Castelo,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",15/02/2025,15.0,2.0,2025.0,5.0,Sábado,7.0,Q1,MG
36,36,180.000,2.0,1.0,1.0,56.0,Apartamento,Belo Horizonte,Parque Copacabana,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
37,37,670.000,2.0,2.0,1.0,75.0,Apartamento,Belo Horizonte,Caiçaras,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Fogão incluso', 'Geladeira inclusa', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",29/01/2025,29.0,1.0,2025.0,2.0,Quarta-feira,5.0,Q1,MG
38,38,210.000,2.0,1.0,0.0,70.0,Casa,Belo Horizonte,Vila Cloris,"['Box', 'Armários na cozinha', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",04/02/2025,4.0,2.0,2025.0,1.0,Terça-feira,6.0,Q1,MG
39,39,266.000,3.0,1.0,0.0,75.0,Apartamento,Belo Horizonte,Colégio Batista,"['Box', 'Armários nos banheiros', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/10/2024,16.0,10.0,2024.0,2.0,Quarta-feira,42.0,Q4,MG
40,40,270.000,2.0,1.0,1.0,94.0,Apartamento,Belo Horizonte,Alto Caiçaras,"['Box', 'Varanda', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",27/01/2025,27.0,1.0,2025.0,0.0,Segunda-feira,5.0,Q1,MG
41,41,360.000,2.0,1.0,0.0,109.0,Apartamento,Belo Horizonte,Barro Preto,"['Box', 'Armários no quarto', 'Banheiro adaptado', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",23/01/2025,23.0,1.0,2025.0,3.0,Quinta-feira,4.0,Q1,MG
42,42,175.000,2.0,1.0,0.0,52.0,Casa,Belo Horizonte,Vila Cloris,"['Armários no quarto', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Ar condicionado', 'Cozinha americana']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,MG
43,43,310.000,2.0,2.0,0.0,62.0,Apartamento,Belo Horizonte,Centro,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,MG
44,44,500.000,3.0,2.0,2.0,156.0,Apartamento,Belo Horizonte,Santa Ines,"['Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,MG
45,45,180.000,3.0,1.0,0.0,69.0,Apartamento,Belo Horizonte,Centro,['Área de serviço'],"['Banheira de hidromassagem', 'Box', 'Varanda', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Apartamento cobertura', 'Cozinha americana']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
46,46,155.000,2.0,1.0,1.0,57.0,Apartamento,Belo Horizonte,Piratininga,"['Box', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,MG
