,Unnamed: 0,Preco,Num Quartos,Num Banheiros,Num Vagas,Tamanho,Tipo,Cidade,Regiao,Itens Disponivels,Itens Indisponíveis,Data Completa,Dia,Mes,Ano,Dia da Semana,Dia da Semana Extenso,Semana do Ano,Quarter,Estado
647,647,200.000,2.0,1.0,1.0,51.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Armários nos banheiros', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
648,648,285.000,2.0,2.0,1.0,55.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
649,649,425.000,2.0,2.0,1.0,70.0,Apartamento,Rio de Janeiro,Freguesia (jacarepaguá),"['Varanda', 'Armários nos banheiros', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",14/02/2025,14.0,2.0,2025.0,4.0,Sexta-feira,7.0,Q1,RJ
650,650,260.000,3.0,1.0,1.0,64.0,Apartamento,Rio de Janeiro,Jacarepaguá,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Home-office', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",31/01/2025,31.0,1.0,2025.0,4.0,Sexta-feira,5.0,Q1,RJ
651,651,360.000,3.0,3.0,2.0,92.0,Casa,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
652,652,260.000,2.0,1.0,1.0,43.0,Apartamento,Rio de Janeiro,Anil,"['Box', 'Armários na cozinha', 'Ar condicionado', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Garden/Área Privativa']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,RJ
653,653,130.000,2.0,1.0,1.0,44.0,Apartamento,Rio de Janeiro,Jacarepaguá,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Banheiro adaptado', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/04/2024,16.0,4.0,2024.0,1.0,Terça-feira,16.0,Q2,RJ
654,654,230.000,2.0,1.0,1.0,70.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
655,655,569.000,4.0,4.0,5.0,300.0,Casa,Rio de Janeiro,Vargem Grande,"['Box', 'Varanda', 'Piscina privativa', 'Armários na cozinha', 'Fogão incluso', 'Closet', 'Cozinha americana', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Geladeira inclusa', 'Banheiro adaptado', 'Home-office']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
656,656,180.000,3.0,1.0,0.0,73.0,Apartamento,Rio de Janeiro,Irajá,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
657,657,195.000,2.0,2.0,0.0,59.0,Casa,Rio de Janeiro,Freguesia (jacarepaguá),"['Box', 'Varanda', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal']",07/02/2025,7.0,2.0,2025.0,4.0,Sexta-feira,6.0,Q1,RJ
658,658,395.000,2.0,2.0,2.0,77.0,Apartamento,Rio de Janeiro,Vila Isabel,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,RJ
659,659,745.000,3.0,1.0,1.0,126.0,Apartamento,Rio de Janeiro,Tijuca,['Portaria 24h'],['Elevador'],13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,RJ
660,660,170.000,1.0,1.0,0.0,40.0,Apartamento,Rio de Janeiro,Rio Comprido,"['Armários no quarto', 'Armários na cozinha', 'Chuveiro a gás']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Área de serviço', 'Garden/Área Privativa']",06/02/2025,6.0,2.0,2025.0,3.0,Quinta-feira,6.0,Q1,RJ
661,661,175.000,2.0,1.0,1.0,65.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Armários na cozinha']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
662,662,150.000,2.0,1.0,1.0,61.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/09/2024,16.0,9.0,2024.0,0.0,Segunda-feira,38.0,Q3,RJ
663,663,380.000,4.0,4.0,2.0,182.0,Casa,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Closet', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/10/2024,16.0,10.0,2024.0,2.0,Quarta-feira,42.0,Q4,RJ
664,664,290.000,2.0,2.0,1.0,60.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Fogão incluso', 'Cozinha americana', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Apartamento cobertura', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
665,665,260.000,2.0,1.0,2.0,76.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
666,666,340.000,2.0,3.0,1.0,90.0,Casa,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Fogão incluso', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Geladeira inclusa']",16/09/2024,16.0,9.0,2024.0,0.0,Segunda-feira,38.0,Q3,RJ
667,667,230.000,3.0,2.0,1.0,100.0,Apartamento,Rio de Janeiro,Engenho da Rainha,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",29/01/2025,29.0,1.0,2025.0,2.0,Quarta-feira,5.0,Q1,RJ
668,668,479.000,3.0,3.0,3.0,130.0,Casa,Rio de Janeiro,Taquara,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Fogão incluso', 'Geladeira inclusa', 'Home-office', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Chuveiro a gás', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Jardim', 'Quintal', 'Garden/Área Privativa']",05/02/2025,5.0,2.0,2025.0,2.0,Quarta-feira,6.0,Q1,RJ
669,669,215.000,2.0,1.0,1.0,52.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Closet', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Garden/Área Privativa']",05/02/2025,5.0,2.0,2025.0,2.0,Quarta-feira,6.0,Q1,RJ
670,670,150.000,2.0,1.0,0.0,65.0,Apartamento,Rio de Janeiro,Cascadura,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",26/01/2025,26.0,1.0,2025.0,6.0,Domingo,4.0,Q1,RJ
671,671,150.000,1.0,1.0,1.0,37.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",10/02/2025,10.0,2.0,2025.0,0.0,Segunda-feira,7.0,Q1,RJ
672,672,288.000,3.0,2.0,1.0,87.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Jardim', 'Quartos e corredores com portas amplas', 'Área de serviço', 'Garden/Área Privativa']","['Banheira de hidromassagem', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Quintal', 'Somente uma casa no terreno']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
673,673,560.000,2.0,2.0,1.0,86.0,Apartamento,Rio de Janeiro,Freguesia (jacarepaguá),"['Varanda', 'Piscina privativa', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",12/02/2025,12.0,2.0,2025.0,2.0,Quarta-feira,7.0,Q1,RJ
674,674,150.000,2.0,1.0,1.0,66.0,Apartamento,Rio de Janeiro,Pechincha,"['Box', 'Varanda', 'Armários na cozinha', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
675,675,250.000,2.0,1.0,1.0,50.0,Apartamento,Rio de Janeiro,Jacarepaguá,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Garden/Área Privativa']",07/02/2025,7.0,2.0,2025.0,4.0,Sexta-feira,6.0,Q1,RJ
676,676,250.000,2.0,1.0,1.0,52.0,Apartamento,Rio de Janeiro,Taquara,"['Box', 'Varanda', 'Chuveiro a gás', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
677,677,260.000,2.0,2.0,1.0,120.0,Casa,Rio de Janeiro,Taquara,,,16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
678,678,140.000,2.0,1.0,1.0,61.0,Apartamento,Rio de Janeiro,Tanque,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/07/2024,16.0,7.0,2024.0,1.0,Terça-feira,29.0,Q3,RJ
679,679,200.000,2.0,2.0,1.0,54.0,Apartamento,Rio de Janeiro,Piedade,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Fogão incluso', 'Geladeira inclusa', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Apartamento cobertura', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
680,680,230.000,3.0,2.0,1.0,85.0,Apartamento,Rio de Janeiro,Jacarepaguá,"['Box', 'Varanda', 'Armários nos banheiros', 'Armários na cozinha', 'Cozinha americana', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
681,681,380.000,2.0,3.0,1.0,100.0,Casa,Rio de Janeiro,Taquara,"['Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Jardim', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários nos banheiros', 'Chuveiro a gás', 'Cozinha americana', 'Quintal']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
682,682,250.000,2.0,2.0,1.0,90.0,Apartamento,Rio de Janeiro,Vila Isabel,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",11/02/2025,11.0,2.0,2025.0,1.0,Terça-feira,7.0,Q1,RJ
683,683,205.000,2.0,1.0,1.0,55.0,Apartamento,Rio de Janeiro,Vargem Pequena,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
684,684,240.000,2.0,2.0,1.0,77.0,Apartamento,Rio de Janeiro,Méier,"['Box', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
685,685,195.000,2.0,1.0,0.0,92.0,Apartamento,Rio de Janeiro,Lins de Vasconcelos,"['Box', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",22/01/2025,22.0,1.0,2025.0,2.0,Quarta-feira,4.0,Q1,RJ
686,686,170.000,2.0,1.0,1.0,70.0,Apartamento,Rio de Janeiro,Lins de Vasconcelos,"['Box', 'Armários nos banheiros', 'Armários na cozinha']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
687,687,265.000,2.0,2.0,1.0,60.0,Apartamento,Rio de Janeiro,Pechincha,"['Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha']","['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa']",16/12/2024,16.0,12.0,2024.0,0.0,Segunda-feira,51.0,Q4,RJ
688,688,170.000,2.0,1.0,1.0,57.0,Apartamento,Rio de Janeiro,Freguesia (Jacarepaguá),"['Box', 'Varanda', 'Armários na cozinha', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
689,689,165.000,2.0,1.0,1.0,58.0,Apartamento,Rio de Janeiro,Itanhangá,['Varanda'],,16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
690,690,180.000,2.0,1.0,1.0,71.0,Apartamento,Rio de Janeiro,Méier,"['Box', 'Armários nos banheiros', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
691,691,190.000,2.0,1.0,1.0,58.0,Apartamento,Rio de Janeiro,Freguesia (jacarepaguá),"['Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",16/11/2024,16.0,11.0,2024.0,5.0,Sábado,46.0,Q4,RJ
692,692,240.000,2.0,1.0,1.0,51.0,Apartamento,Rio de Janeiro,Curicica,"['Box', 'Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Somente uma casa no terreno', 'Área de serviço']","['Banheira de hidromassagem', 'Piscina privativa', 'Apartamento cobertura', 'Cozinha americana', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Garden/Área Privativa']",07/02/2025,7.0,2.0,2025.0,4.0,Sexta-feira,6.0,Q1,RJ
693,693,160.000,2.0,3.0,1.0,70.0,Apartamento,Rio de Janeiro,Engenho Novo,"['Varanda', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Chuveiro a gás', 'Closet', 'Quartos e corredores com portas amplas', 'Área de serviço']","['Banheira de hidromassagem', 'Box', 'Piscina privativa', 'Ar condicionado', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Cozinha americana', 'Home-office', 'Jardim', 'Quintal', 'Somente uma casa no terreno', 'Garden/Área Privativa']",16/01/2025,16.0,1.0,2025.0,3.0,Quinta-feira,3.0,Q1,RJ
694,694,230.000,3.0,1.0,1.0,64.0,Apartamento,Rio de Janeiro,Jacarepaguá,"['Box', 'Área de serviço']","['Banheira de hidromassagem', 'Varanda', 'Piscina privativa', 'Armários no quarto', 'Armários nos banheiros', 'Armários na cozinha', 'Ar condicionado', 'Chuveiro a gás', 'Apartamento cobertura', 'Fogão incluso', 'Geladeira inclusa', 'Banheiro adaptado', 'Closet', 'Home-office', 'Jardim', 'Quartos e corredores com portas amplas', 'Quintal', 'Somente uma casa no terreno']",13/02/2025,13.0,2.0,2025.0,3.0,Quinta-feira,7.0,Q1,RJ
