,preco,num_quartos,num_banheiros,num_vagas,tamanho,tipo,cidade,regiao,itens_disponiveis,itens_indisponiveis,data_completa,dia,mes,ano,dia_da_semana,dia_da_semana_extenso,semana_do_ano,quarter,estado
1697,360000,4.0,2.0,3.0,180.0,casa,sao bernardo do campo,nova petropolis,"['varanda', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal']",23/01/2025,23.0,1.0,2025.0,3.0,quinta-feira,4.0,q1,sp
1698,770000,3.0,3.0,3.0,190.0,casa,sao bernardo do campo,nova petropolis,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'home-office', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quartos e corredores com portas amplas']",15/02/2025,15.0,2.0,2025.0,5.0,sabado,7.0,q1,sp
1699,350000,2.0,1.0,2.0,76.0,apartamento,sao bernardo do campo,centro,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
1700,480000,3.0,1.0,2.0,118.0,casa,sao bernardo do campo,bairro dos casa,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1701,200000,2.0,1.0,1.0,56.0,apartamento,sao bernardo do campo,nova petropolis,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
1702,380000,3.0,2.0,1.0,68.0,apartamento,sao bernardo do campo,planalto,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha']","['banheira de hidromassagem', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1703,418700,2.0,2.0,1.0,114.0,casa,sao bernardo do campo,vila jordanopolis,"['jardim', 'quintal']",['portaria 24h'],17/02/2025,17.0,2.0,2025.0,0.0,segunda-feira,8.0,q1,sp
1704,344000,1.0,1.0,1.0,42.0,apartamento,sao bernardo do campo,jardim olavo bilac,"['box', 'varanda', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
1705,430000,2.0,2.0,1.0,56.0,apartamento,sao bernardo do campo,centro,"['varanda', 'area de servico']","['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",05/02/2025,5.0,2.0,2025.0,2.0,quarta-feira,6.0,q1,sp
1706,200000,2.0,1.0,0.0,62.0,apartamento,sao bernardo do campo,vila ferreira,['box'],"['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
1707,190000,1.0,1.0,1.0,37.0,apartamento,sao bernardo do campo,demarchi,"['armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1708,250000,2.0,1.0,1.0,70.0,apartamento,sao bernardo do campo,jordanopolis,"['box', 'armarios no quarto', 'armarios nos banheiros', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
1709,380000,2.0,2.0,1.0,60.0,apartamento,sao bernardo do campo,planalto,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",08/02/2025,8.0,2.0,2025.0,5.0,sabado,6.0,q1,sp
1710,420000,2.0,2.0,1.0,56.0,apartamento,sao bernardo do campo,planalto,"['box', 'varanda', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1711,580000,2.0,1.0,2.0,394.0,casa,sao bernardo do campo,baeta neves,"['box', 'armarios nos banheiros', 'cozinha americana', 'jardim', 'quintal', 'area de servico']","['churrasqueira', 'lavanderia no predio', 'portaria 24h']",16/02/2025,16.0,2.0,2025.0,6.0,domingo,7.0,q1,sp
1712,420000,2.0,2.0,1.0,58.0,apartamento,sao bernardo do campo,assuncao,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/11/2024,19.0,11.0,2024.0,1.0,terca-feira,47.0,q4,sp
1713,200000,2.0,1.0,1.0,48.0,apartamento,sao bernardo do campo,jardim silvina,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",25/01/2025,25.0,1.0,2025.0,5.0,sabado,4.0,q1,sp
1714,550000,4.0,3.0,1.0,130.0,apartamento,sao bernardo do campo,jardim do mar,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",06/02/2025,6.0,2.0,2025.0,3.0,quinta-feira,6.0,q1,sp
1715,800000,3.0,3.0,1.0,124.0,casa,sao bernardo do campo,jardim brasilandia,"['box', 'varanda', 'armarios na cozinha', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'garden/area privativa']",14/02/2025,14.0,2.0,2025.0,4.0,sexta-feira,7.0,q1,sp
1716,266000,2.0,1.0,1.0,65.0,apartamento,sao bernardo do campo,baeta neves,"['armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",21/01/2025,21.0,1.0,2025.0,1.0,terca-feira,4.0,q1,sp
1717,275000,3.0,2.0,2.0,60.0,casa,sao bernardo do campo,vila alcantara,['armarios na cozinha'],"['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1718,460000,2.0,1.0,1.0,55.0,apartamento,sao bernardo do campo,baeta neves,"['box', 'varanda', 'armarios na cozinha', 'chuveiro a gas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
1719,250000,2.0,1.0,3.0,48.0,apartamento,sao bernardo do campo,vila santa rita de cassia,"['box', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",04/02/2025,4.0,2.0,2025.0,1.0,terca-feira,6.0,q1,sp
1720,300000,2.0,1.0,0.0,60.0,apartamento,sao bernardo do campo,santa terezinha,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
1721,215000,2.0,1.0,1.0,56.0,apartamento,sao bernardo do campo,montanhao,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",10/02/2025,10.0,2.0,2025.0,0.0,segunda-feira,7.0,q1,sp
1722,270000,2.0,1.0,1.0,60.0,apartamento,sao bernardo do campo,planalto,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1723,310000,2.0,1.0,1.0,52.0,apartamento,sao bernardo do campo,santa terezinha,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'garden/area privativa']",21/01/2025,21.0,1.0,2025.0,1.0,terca-feira,4.0,q1,sp
1724,285000,2.0,1.0,1.0,58.0,apartamento,sao bernardo do campo,demarchi,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico']",29/01/2025,29.0,1.0,2025.0,2.0,quarta-feira,5.0,q1,sp
1725,215000,2.0,1.0,1.0,55.0,apartamento,sao bernardo do campo,montanhao,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",12/02/2025,12.0,2.0,2025.0,2.0,quarta-feira,7.0,q1,sp
1726,960000,2.0,3.0,2.0,93.0,apartamento,sao bernardo do campo,baeta neves,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'home-office']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
1727,220000,2.0,1.0,1.0,58.0,apartamento,sao bernardo do campo,santa terezinha,"['armarios no quarto', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,sp
1728,345000,2.0,1.0,1.0,63.0,apartamento,sao bernardo do campo,vila euro,"['box', 'varanda', 'armarios nos banheiros', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'garden/area privativa']",20/01/2025,20.0,1.0,2025.0,0.0,segunda-feira,4.0,q1,sp
1729,380000,2.0,2.0,1.0,67.0,apartamento,sao bernardo do campo,centro,"['box', 'varanda', 'armarios no quarto', 'armarios na cozinha', 'chuveiro a gas', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1730,220000,2.0,1.0,0.0,67.0,apartamento,sao bernardo do campo,jardim olavo bilac,"['armarios no quarto', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa']","['varanda', 'apartamento cobertura']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1731,280000,3.0,1.0,1.0,80.0,casa,sao bernardo do campo,botujuru,"['varanda', 'piscina privativa', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'box', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,sp
1732,250000,2.0,1.0,1.0,49.0,apartamento,sao bernardo do campo,santa terezinha,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1733,272000,2.0,1.0,1.0,53.0,apartamento,sao bernardo do campo,parque espacial,"['box', 'armarios nos banheiros', 'armarios na cozinha']","['banheira de hidromassagem', 'varanda', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
1734,280000,2.0,1.0,1.0,63.0,apartamento,sao bernardo do campo,dos casa,['varanda'],"['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura']",19/11/2024,19.0,11.0,2024.0,1.0,terca-feira,47.0,q4,sp
1735,260000,2.0,1.0,1.0,56.0,apartamento,sao bernardo do campo,rudge ramos,"['box', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
1736,680000,3.0,3.0,2.0,110.0,apartamento,sao bernardo do campo,baeta neves,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'closet', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
1737,390000,2.0,1.0,1.0,66.0,apartamento,sao bernardo do campo,rudge ramos,"['varanda', 'cozinha americana', 'area de servico']","['piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa']",16/02/2025,16.0,2.0,2025.0,6.0,domingo,7.0,q1,sp
1738,240000,2.0,1.0,1.0,70.0,apartamento,sao bernardo do campo,santa terezinha,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/11/2024,19.0,11.0,2024.0,1.0,terca-feira,47.0,q4,sp
1739,280000,2.0,1.0,1.0,65.0,apartamento,sao bernardo do campo,demarchi,"['box', 'armarios na cozinha', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1740,610000,3.0,2.0,2.0,71.0,apartamento,sao bernardo do campo,centro,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'apartamento cobertura', 'cozinha americana', 'jardim', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",04/02/2025,4.0,2.0,2025.0,1.0,terca-feira,6.0,q1,sp
1741,530000,2.0,2.0,2.0,70.0,apartamento,sao bernardo do campo,baeta neves,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",14/02/2025,14.0,2.0,2025.0,4.0,sexta-feira,7.0,q1,sp
1742,280000,3.0,1.0,1.0,64.0,apartamento,sao bernardo do campo,vila jerusalem,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
1743,200000,2.0,1.0,1.0,55.0,apartamento,sao bernardo do campo,cooperativa,"['armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,sp
1744,360000,2.0,1.0,2.0,130.0,casa,sao bernardo do campo,bairro dos casa,"['jardim', 'quintal']","['lavanderia no predio', 'portaria 24h']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1745,550000,3.0,2.0,2.0,125.0,casa,sao bernardo do campo,jardim brasilandia,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
1746,270000,2.0,2.0,1.0,130.0,casa,sao bernardo do campo,vila cruzeiro,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'home-office', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'garden/area privativa']",19/06/2024,19.0,6.0,2024.0,2.0,quarta-feira,25.0,q2,sp
1747,368000,2.0,2.0,1.0,56.0,apartamento,sao bernardo do campo,planalto,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
