,preco,num_quartos,num_banheiros,num_vagas,tamanho,tipo,cidade,regiao,itens_disponiveis,itens_indisponiveis,data_completa,dia,mes,ano,dia_da_semana,dia_da_semana_extenso,semana_do_ano,quarter,estado
422,450000,2.0,3.0,3.0,70.0,casa,sao paulo,jardim jau zona leste,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'cozinha americana', 'quintal', 'area de servico']","['churrasqueira', 'portaria 24h']",17/02/2025,17.0,2.0,2025.0,0.0,segunda-feira,8.0,q1,sp
423,520000,1.0,1.0,0.0,28.0,studio,sao paulo,vila clementino,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
424,315900,1.0,1.0,0.0,196.0,casa,sao paulo,republica,"['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'closet', 'cozinha americana', 'area de servico']","['apartamento cobertura', 'banheiro adaptado', 'quintal', 'somente uma casa no terreno']",12/02/2025,12.0,2.0,2025.0,2.0,quarta-feira,7.0,q1,sp
425,280000,2.0,1.0,1.0,52.0,apartamento,sao paulo,jardim celeste,"['box', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
426,419000,1.0,1.0,0.0,32.0,apartamento,sao paulo,vila mariana,"['armarios nos banheiros', 'chuveiro a gas', 'closet', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura', 'banheiro adaptado', 'cozinha americana', 'quintal', 'somente uma casa no terreno']",16/02/2025,16.0,2.0,2025.0,6.0,domingo,7.0,q1,sp
427,395000,3.0,1.0,1.0,117.0,casa,sao paulo,vila das merces,"['box', 'armarios no quarto', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
428,290000,1.0,1.0,0.0,24.0,studio,sao paulo,mirandopolis,"['varanda', 'armarios no quarto', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
429,787000,1.0,1.0,1.0,44.0,studio,sao paulo,brooklin paulista,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura']",24/01/2025,24.0,1.0,2025.0,4.0,sexta-feira,4.0,q1,sp
430,290000,2.0,1.0,1.0,43.0,apartamento,sao paulo,quinta da paineira,"['box', 'armarios na cozinha', 'chuveiro a gas', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
431,650000,3.0,2.0,2.0,83.0,apartamento,sao paulo,parque da mooca,"['box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
432,550000,1.0,1.0,1.0,47.0,apartamento,sao paulo,bras,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
433,310000,1.0,1.0,1.0,28.0,studio,sao paulo,cambuci,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'fogao incluso', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",13/02/2025,13.0,2.0,2025.0,3.0,quinta-feira,7.0,q1,sp
434,510000,1.0,1.0,1.0,28.0,studio,sao paulo,vila mariana,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
435,265000,1.0,1.0,1.0,30.0,casa,sao paulo,vila bela,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'home-office', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
436,425000,1.0,1.0,0.0,24.0,studio,sao paulo,vila mariana,"['box', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'armarios no quarto', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico']",08/02/2025,8.0,2.0,2025.0,5.0,sabado,6.0,q1,sp
437,290000,2.0,1.0,1.0,67.0,apartamento,sao paulo,vila ivone,['varanda'],"['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",15/02/2025,15.0,2.0,2025.0,5.0,sabado,7.0,q1,sp
438,220000,1.0,1.0,0.0,27.0,apartamento,sao paulo,cambuci,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",09/02/2025,9.0,2.0,2025.0,6.0,domingo,6.0,q1,sp
439,200000,2.0,1.0,1.0,55.0,apartamento,sao paulo,vila silvia,['box'],"['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",23/01/2025,23.0,1.0,2025.0,3.0,quinta-feira,4.0,q1,sp
440,330000,1.0,1.0,0.0,35.0,apartamento,sao paulo,liberdade,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'quintal']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
441,241000,3.0,2.0,1.0,70.0,apartamento,sao paulo,itaquera,['area de servico'],"['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
442,205000,2.0,1.0,1.0,45.0,apartamento,sao paulo,jardim sao francisco zona leste,"['box', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",12/02/2025,12.0,2.0,2025.0,2.0,quarta-feira,7.0,q1,sp
443,1015000,2.0,2.0,1.0,72.0,apartamento,sao paulo,vila mariana,"['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'closet', 'cozinha americana', 'area de servico']","['armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'apartamento cobertura', 'quintal']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
444,475000,2.0,3.0,2.0,75.0,casa,sao paulo,vila bela,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa']",22/01/2025,22.0,1.0,2025.0,2.0,quarta-feira,4.0,q1,sp
445,380000,2.0,1.0,1.0,47.0,apartamento,sao paulo,vila bela,"['box', 'varanda', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",08/02/2025,8.0,2.0,2025.0,5.0,sabado,6.0,q1,sp
446,2700000,2.0,2.0,2.0,101.0,apartamento,sao paulo,itaim bibi,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'fogao incluso', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
447,385000,3.0,2.0,2.0,125.0,casa,sao paulo,parque fongaro,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",05/02/2025,5.0,2.0,2025.0,2.0,quarta-feira,6.0,q1,sp
448,678000,2.0,2.0,1.0,104.0,apartamento,sao paulo,bela vista,"['piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",12/02/2025,12.0,2.0,2025.0,2.0,quarta-feira,7.0,q1,sp
449,900000,3.0,3.0,2.0,99.0,apartamento,sao paulo,mooca,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",17/02/2025,17.0,2.0,2025.0,0.0,segunda-feira,8.0,q1,sp
450,320000,2.0,1.0,1.0,35.0,apartamento,sao paulo,ipiranga,"['box', 'armarios nos banheiros', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",02/02/2025,2.0,2.0,2025.0,6.0,domingo,5.0,q1,sp
451,695000,2.0,2.0,1.0,64.0,apartamento,sao paulo,alto da mooca,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",17/02/2025,17.0,2.0,2025.0,0.0,segunda-feira,8.0,q1,sp
452,850000,3.0,2.0,2.0,111.0,apartamento,sao paulo,vila vermelha,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'fogao incluso', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
453,255000,1.0,1.0,0.0,18.0,studio,sao paulo,vila clementino,['chuveiro a gas'],"['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",13/02/2025,13.0,2.0,2025.0,3.0,quinta-feira,7.0,q1,sp
454,2250000,1.0,2.0,1.0,95.0,apartamento,sao paulo,vila olimpia,"['piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'closet', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'apartamento cobertura', 'banheiro adaptado', 'cozinha americana', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
455,500000,2.0,1.0,2.0,62.0,apartamento,sao paulo,vila da saude,"['box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'closet', 'cozinha americana', 'quintal', 'area de servico']",['banheira de hidromassagem'],18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
456,662000,3.0,2.0,1.0,73.0,apartamento,sao paulo,mooca,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'closet', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
457,360000,2.0,1.0,1.0,59.0,apartamento,sao paulo,vila alpina,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
458,260000,2.0,1.0,1.0,65.0,apartamento,sao paulo,jardim maria estela,"['box', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
459,399500,0.0,1.0,0.0,19.0,studio,sao paulo,bela vista,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'geladeira inclusa', 'closet', 'cozinha americana', 'home-office']","['banheira de hidromassagem', 'piscina privativa', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'banheiro adaptado', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",21/01/2025,21.0,1.0,2025.0,1.0,terca-feira,4.0,q1,sp
460,760000,2.0,2.0,2.0,65.0,apartamento,sao paulo,vila dom pedro i,"['piscina privativa', 'armarios nos banheiros', 'chuveiro a gas', 'closet']","['banheira de hidromassagem', 'box', 'varanda', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura', 'cozinha americana', 'quintal', 'area de servico']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
461,405000,2.0,1.0,1.0,42.0,apartamento,sao paulo,vila independencia,"['box', 'varanda', 'chuveiro a gas', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,sp
462,350000,1.0,1.0,1.0,35.0,apartamento,sao paulo,mooca,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'geladeira inclusa', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",07/02/2025,7.0,2.0,2025.0,4.0,sexta-feira,6.0,q1,sp
463,305000,2.0,2.0,1.0,73.0,apartamento,sao paulo,sacoma,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'closet', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa']",09/02/2025,9.0,2.0,2025.0,6.0,domingo,6.0,q1,sp
464,290000,1.0,1.0,1.0,58.0,apartamento,sao paulo,parque da mooca,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",16/02/2025,16.0,2.0,2025.0,6.0,domingo,7.0,q1,sp
465,598000,2.0,2.0,2.0,65.0,apartamento,sao paulo,vila da saude,"['banheira de hidromassagem', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'cozinha americana', 'quintal', 'area de servico']","['piscina privativa', 'chuveiro a gas', 'closet']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
466,409300,2.0,1.0,1.0,62.0,apartamento,sao paulo,parque da mooca,"['box', 'armarios no quarto', 'armarios na cozinha']","['banheira de hidromassagem', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa']",12/02/2025,12.0,2.0,2025.0,2.0,quarta-feira,7.0,q1,sp
467,2250000,1.0,2.0,1.0,89.0,apartamento,sao paulo,vila olimpia,"['piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'closet', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'apartamento cobertura', 'banheiro adaptado', 'cozinha americana', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
468,360000,1.0,1.0,0.0,24.0,apartamento,sao paulo,vila prudente,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'geladeira inclusa', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",20/01/2025,20.0,1.0,2025.0,0.0,segunda-feira,4.0,q1,sp
469,422700,1.0,1.0,0.0,28.0,apartamento,sao paulo,vila clementino,"['piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'closet']","['banheira de hidromassagem', 'box', 'varanda', 'armarios nos banheiros', 'chuveiro a gas', 'apartamento cobertura', 'cozinha americana', 'quintal', 'area de servico']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
470,650000,2.0,2.0,2.0,62.0,apartamento,sao paulo,bras,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",17/02/2025,17.0,2.0,2025.0,0.0,segunda-feira,8.0,q1,sp
471,324000,1.0,1.0,0.0,31.0,apartamento,sao paulo,vila prudente,"['varanda', 'armarios nos banheiros', 'armarios na cozinha', 'chuveiro a gas']","['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/07/2024,19.0,7.0,2024.0,4.0,sexta-feira,29.0,q3,sp
472,385000,3.0,2.0,1.0,135.0,apartamento,sao paulo,mooca,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'closet', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'cozinha americana', 'home-office', 'jardim', 'quintal']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,sp
473,650000,4.0,2.0,2.0,156.0,apartamento,sao paulo,parque da mooca,"['banheira de hidromassagem', 'box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'quintal', 'area de servico']","['varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'somente uma casa no terreno']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,sp
474,430000,2.0,1.0,1.0,54.0,apartamento,sao paulo,ipiranga,"['box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'closet', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'quintal']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,sp
475,320000,3.0,2.0,1.0,78.0,apartamento,sao paulo,sacoma,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa']",13/02/2025,13.0,2.0,2025.0,3.0,quinta-feira,7.0,q1,sp
